country,field,year,estimated_investment,complete
Turkey,Information Technology,2021,13,True
Turkey,Data and analytics,2018,5,True
United States,Simulation,2014,2,True
United States,Speech Recognition,2020,708,True
United States,Hardware,2018,10148,True
United States,Real estate,2022,1104,True
United States,Real estate,2023,1515,True
United States,Semiconductor,2018,74,True
United States,Community and Lifestyle,2023,1206,True
United States,Navigation and mapping,2023,633,True
United States,General purpose,2015,8381,True
Brazil,Other,2020,200,True
Peru,All,2017,0,True
Argentina,All,2022,23,True
Argentina,Data and analytics,2019,3,True
Argentina,Information Technology,2019,2,True
Lithuania,All,2017,1,True
Netherlands,Transportation,2022,106,True
Taiwan,Media and Entertainment,2019,40,True
United Arab Emirates,Software,2024,2215,False
United Arab Emirates,All,2016,1,True
Australia,Media and Entertainment,2024,64,False
Australia,Finance,2020,144,True
Austria,Healthcare and Life Sciences,2020,8,True
Switzerland,Other,2015,1,True
Germany,Telecommunications,2023,1,True
Denmark,Other,2024,273,False
Denmark,"Mobile, platforms & Internet services",2022,7,True
United Kingdom,Manufacturing,2022,155,True
Israel,Cyber Security,2017,7,True
South Korea,Finance,2024,5,False
Netherlands,Media and Entertainment,2023,1,True
Portugal,Healthcare and Life Sciences,2021,5,True
Singapore,Biotechnology,2015,1,True
Denmark,Healthcare and Life Sciences,2015,0,True
France,NLP,2019,355,True
Croatia,All,2024,111,False
Malaysia,Information Technology,2022,3,True
Thailand,Software,2022,10,True
Hungary,Biotechnology,2023,6,True
Malaysia,Hardware,2019,29,True
Singapore,Robotics,2018,21,True
Malaysia,Navigation and mapping,2016,2,True
Switzerland,Community and Lifestyle,2022,55,True
Denmark,Information Technology,2023,51,True
Egypt,General purpose,2017,0,True
Indonesia,Information Technology,2017,20,True
Kenya,All,2018,9,True
Lithuania,Data and analytics,2021,7,True
Nigeria,Software,2017,0,True
Turkey,Professional services,2019,0,True
China (mainland),Gaming,2024,5,False
Kenya,"Mobile, platforms & Internet services",2019,0,True
Sri Lanka,All,2017,2,True
Nigeria,Information Technology,2019,0,True
Turkey,Other,2022,2,True
Bangladesh,All,2024,0,False
Bangladesh,General purpose,2020,0,True
Malaysia,"Sales, retail, commerce, marketing",2023,58,True
Poland,Computer Vision,2018,1,True
Poland,Computer Vision,2022,1,True
Romania,Hardware,2020,1,True
Kazakhstan,Software,2024,1,False
Tunisia,Software,2019,0,True
Tunisia,General purpose,2021,0,True
United Arab Emirates,Sports,2019,0,True
Kenya,NLP,2019,0,True
Bermuda,Finance,2021,28,True
Bermuda,Information Technology,2021,28,True
Denmark,Energy and natural resources,2021,5,True
Algeria,Information Technology,2021,0,True
Malta,Professional services,2021,3,True
Ukraine,Gaming,2023,0,True
Vietnam,Real estate,2023,1,True
Belize,Finance,2022,20,True
Seychelles,Other,2022,5,True
Colombia,Finance,2022,0,True
Sri Lanka,Finance,2024,0,False
Nigeria,Healthcare and Life Sciences,2024,3,False
Zimbabwe,Other,2024,1,False
United Arab Emirates,Robotics,2022,4,True
Argentina,Media and Entertainment,2019,2,True
Argentina,"Mobile, platforms & Internet services",2014,0,True
Argentina,Privacy and Security,2016,0,True
Argentina,Finance,2017,4,True
Australia,Gaming,2015,0,True
Austria,Education,2021,0,True
Austria,Real estate,2022,2,True
Belgium,Cyber Security,2020,79,True
Bulgaria,General purpose,2015,25,True
Bulgaria,Software,2021,1,True
Belize,"Mobile, platforms & Internet services",2022,20,True
Canada,Sports,2019,7,True
Chile,"Mobile, platforms & Internet services",2018,2,True
Chile,Biotechnology,2020,0,True
China (mainland),Facial Recognition,2020,1,True
Colombia,Speech Recognition,2019,2,True
Cyprus,"Sales, retail, commerce, marketing",2021,17,True
Cyprus,Media and Entertainment,2020,2,True
Germany,Gaming,2022,0,True
Denmark,Speech Recognition,2021,10,True
Denmark,Biotechnology,2024,9,False
Egypt,Community and Lifestyle,2020,0,True
Spain,Cyber Security,2017,0,True
Spain,Privacy and Security,2023,154,True
Spain,Speech Recognition,2018,0,True
Estonia,Navigation and mapping,2020,0,True
Estonia,Cyber Security,2018,1,True
Estonia,Cyber Security,2024,0,False
Finland,Consumer goods,2022,0,True
Finland,Finance,2017,1,True
Finland,Navigation and mapping,2017,2,True
France,Lending and Investments,2021,1,True
France,Telecommunications,2023,5,True
United Kingdom,Speech Recognition,2022,24,True
Greece,Cyber Security,2014,373,True
Greece,Healthcare and Life Sciences,2018,0,True
Croatia,Consumer goods,2016,3,True
Hungary,Education,2024,1,False
Hungary,Finance,2022,24,True
Hungary,Community and Lifestyle,2015,0,True
Hungary,Privacy and Security,2019,1,True
Indonesia,Hardware,2021,0,True
Indonesia,Biotechnology,2018,1,True
Indonesia,Healthcare and Life Sciences,2021,14,True
Indonesia,"Mobile, platforms & Internet services",2016,2,True
Ireland,Speech Recognition,2016,0,True
Ireland,Sports,2022,4,True
Ireland,Telecommunications,2018,3,True
Iceland,Privacy and Security,2020,2,True
Iceland,Finance,2017,0,True
Iceland,Healthcare and Life Sciences,2021,2,True
Italy,Real estate,2016,1,True
Italy,Real estate,2019,97,True
Japan,Facial Recognition,2016,0,True
Japan,Facial Recognition,2017,2,True
Japan,Lending and Investments,2019,2,True
South Korea,Energy and natural resources,2016,0,True
South Korea,Telecommunications,2016,45,True
South Korea,Sports,2021,9,True
Lebanon,Transportation,2021,0,True
Sri Lanka,Gaming,2024,0,False
Sri Lanka,Hardware,2017,2,True
Lithuania,"Mobile, platforms & Internet services",2024,1,False
Lithuania,Media and Entertainment,2016,0,True
Luxembourg,Data and analytics,2017,1,True
Luxembourg,Facial Recognition,2016,0,True
Luxembourg,Navigation and mapping,2021,1,True
Latvia,"Sales, retail, commerce, marketing",2019,0,True
Mauritius,Software,2021,21,True
Malaysia,Consumer goods,2022,15,True
Malaysia,Robotics,2017,0,True
Malaysia,Robotics,2020,2,True
Nigeria,"Sales, retail, commerce, marketing",2020,1,True
Nigeria,Agriculture,2023,0,True
Norway,Real estate,2022,1,True
Norway,Computer Vision,2024,1,False
New Zealand,Healthcare and Life Sciences,2014,3,True
New Zealand,NLP,2015,3,True
Pakistan,"Sales, retail, commerce, marketing",2021,3,True
Pakistan,Software,2014,0,True
Philippines,General purpose,2022,0,True
Philippines,Data and analytics,2018,3,True
Poland,Other,2014,0,True
Poland,Biotechnology,2019,1,True
Portugal,Consumer goods,2021,1,True
Portugal,Manufacturing,2014,2,True
Romania,Healthcare and Life Sciences,2021,14,True
Romania,General purpose,2019,1,True
Saudi Arabia,Community and Lifestyle,2024,2,False
Singapore,Computer Vision,2023,50,True
Serbia,Media and Entertainment,2022,4,True
Sweden,Gaming,2020,1,True
Sweden,Sports,2016,0,True
Sweden,Manufacturing,2015,2,True
Sweden,Consumer goods,2018,1,True
Sweden,Navigation and mapping,2018,1,True
Seychelles,All,2015,0,True
Trinidad and Tobago,General purpose,2018,8,True
Turkey,Privacy and Security,2019,0,True
Turkey,Biotechnology,2020,0,True
Taiwan,Gaming,2024,8,False
Taiwan,Cyber Security,2018,3,True
Taiwan,Hardware,2023,6,True
Uganda,All,2022,0,True
Uganda,Data and analytics,2023,0,True
Uruguay,Lending and Investments,2023,0,True
Uruguay,"Sales, retail, commerce, marketing",2023,0,True
Venezuela,Data and analytics,2019,1,True
South Africa,"Sales, retail, commerce, marketing",2022,3,True
South Africa,Community and Lifestyle,2014,0,True
South Africa,Healthcare and Life Sciences,2021,2,True
China (mainland),Sports,2023,39,True
Ireland,Biotechnology,2017,7,True
Portugal,Professional services,2019,5,True
Slovenia,Data and analytics,2019,0,True
Australia,Data and analytics,2017,27,True
Austria,General purpose,2018,49,True
Belgium,Information Technology,2024,498,False
Brazil,Finance,2015,1,True
Canada,Manufacturing,2022,1976,True
Canada,Consumer goods,2022,69,True
Canada,Community and Lifestyle,2019,6,True
Canada,Information Technology,2022,6188,True
Canada,General purpose,2016,196,True
Canada,Transportation,2023,141,True
Canada,Real estate,2014,3,True
Switzerland,Computer Vision,2022,36,True
Switzerland,Software,2016,200,True
Switzerland,Data and analytics,2021,601,True
Chile,General purpose,2018,77,True
China (mainland),Privacy and Security,2017,64,True
China (mainland),Finance,2023,103,True
China (mainland),Media and Entertainment,2014,9,True
China (mainland),Information Technology,2019,829,True
China (mainland),"Mobile, platforms & Internet services",2019,948,True
China (mainland),Healthcare and Life Sciences,2022,656,True
Cyprus,All,2021,26,True
Germany,Software,2015,468,True
Germany,Software,2022,1635,True
Germany,Information Technology,2024,384,False
Germany,Hardware,2018,95,True
Spain,Computer Vision,2016,0,True
Spain,All,2015,45,True
Spain,All,2021,714,True
Spain,"Sales, retail, commerce, marketing",2019,41,True
Spain,Transportation,2014,0,True
Spain,Energy and natural resources,2015,1,True
Estonia,Data and analytics,2019,8,True
Estonia,Other,2014,0,True
Finland,"Mobile, platforms & Internet services",2019,673,True
Finland,Software,2022,1999,True
France,Biotechnology,2021,36,True
France,Energy and natural resources,2024,10,False
France,General purpose,2017,698,True
France,Robotics,2021,1,True
France,Hardware,2014,895,True
France,Real estate,2022,12,True
France,Education,2019,297,True
United Kingdom,Robotics,2017,17,True
United Kingdom,Information Technology,2014,112,True
United Kingdom,Lending and Investments,2016,19,True
United Kingdom,Software,2018,1299,True
United Kingdom,"Sales, retail, commerce, marketing",2015,206,True
Greece,Software,2018,2,True
Hungary,Data and analytics,2021,8,True
Hungary,All,2024,15,False
India,NLP,2019,43,True
India,NLP,2024,4,False
India,"Mobile, platforms & Internet services",2021,211,True
India,"Mobile, platforms & Internet services",2022,1050,True
India,Telecommunications,2017,3,True
India,Information Technology,2020,12369,True
India,Lending and Investments,2020,8,True
India,Transportation,2016,4,True
India,Transportation,2024,56,False
India,Consumer goods,2021,53,True
India,Hardware,2015,388,True
Ireland,"Sales, retail, commerce, marketing",2018,11,True
Iceland,Data and analytics,2015,1,True
Iceland,Data and analytics,2019,7,True
Israel,NLP,2020,73,True
Israel,Hardware,2022,607,True
Israel,Privacy and Security,2022,167,True
Israel,Energy and natural resources,2024,22,False
Israel,Finance,2016,15,True
Israel,Community and Lifestyle,2016,6,True
Israel,"Mobile, platforms & Internet services",2024,1348,False
Israel,All,2020,2599,True
Israel,Information Technology,2020,310,True
Israel,"Sales, retail, commerce, marketing",2015,30,True
Israel,"Sales, retail, commerce, marketing",2018,74,True
Israel,Media and Entertainment,2019,75,True
Israel,Media and Entertainment,2022,149,True
Italy,Finance,2015,3,True
Italy,Manufacturing,2015,0,True
Italy,Transportation,2021,1,True
Italy,Data and analytics,2019,203,True
Italy,"Mobile, platforms & Internet services",2022,6,True
Japan,Healthcare and Life Sciences,2019,30,True
Japan,Transportation,2017,15,True
Japan,General purpose,2021,426,True
South Korea,All,2018,251,True
South Korea,General purpose,2016,61,True
South Korea,Data and analytics,2022,1734,True
South Korea,Education,2023,138,True
South Korea,Education,2024,22,False
Latvia,Data and analytics,2015,0,True
Latvia,Data and analytics,2022,0,True
Mexico,Information Technology,2018,1,True
Malaysia,All,2014,0,True
Malaysia,All,2016,2,True
Norway,Data and analytics,2018,282,True
Norway,Software,2020,400,True
Poland,"Mobile, platforms & Internet services",2016,14,True
Poland,Information Technology,2018,10,True
Poland,Healthcare and Life Sciences,2024,1,False
Portugal,Information Technology,2022,9,True
Saudi Arabia,"Mobile, platforms & Internet services",2019,9,True
Saudi Arabia,Data and analytics,2016,56,True
Singapore,Data and analytics,2019,1736,True
Singapore,Finance,2016,10,True
Singapore,Other,2018,20,True
Singapore,All,2024,1928,False
Slovakia,All,2021,2,True
Sweden,Information Technology,2018,8,True
Sweden,Transportation,2020,20,True
United States,Sports,2022,172,True
United States,Consumer goods,2014,578,True
United States,Simulation,2017,1,True
United States,Simulation,2019,47,True
United States,"Military, public safety and government",2014,30,True
United States,Gaming,2020,74,True
United States,Gaming,2024,355,False
United States,Semiconductor,2014,6,True
United States,Data and analytics,2021,83530,True
South Africa,"Mobile, platforms & Internet services",2023,2,True
Turkey,"Mobile, platforms & Internet services",2024,6,False
Canada,Gaming,2021,32,True
Canada,Robotics,2014,2,True
Germany,Education,2021,84,True
Italy,Healthcare and Life Sciences,2024,2,False
Lithuania,Software,2022,4,True
Lithuania,Software,2024,3,False
Netherlands,NLP,2019,5,True
Sweden,Biotechnology,2024,0,False
United Arab Emirates,Data and analytics,2023,31,True
Australia,Education,2018,1,True
Denmark,All,2024,811,False
Indonesia,Data and analytics,2020,35,True
Israel,Cyber Security,2024,144,False
Japan,Privacy and Security,2018,4,True
South Korea,Professional services,2020,15,True
Latvia,General purpose,2019,0,True
Netherlands,Biotechnology,2019,2,True
Saudi Arabia,"Sales, retail, commerce, marketing",2023,75,True
Singapore,Transportation,2023,16,True
Sweden,Computer Vision,2020,19,True
Sweden,Other,2021,2385,True
Turkey,Computer Vision,2015,0,True
Netherlands,Community and Lifestyle,2024,2,False
Thailand,Data and analytics,2022,10,True
Switzerland,Manufacturing,2023,35,True
Switzerland,Manufacturing,2024,153,False
Hungary,Biotechnology,2019,1,True
Malaysia,Hardware,2021,26,True
Malaysia,Hardware,2023,14,True
Switzerland,Community and Lifestyle,2016,0,True
China (mainland),Semiconductor,2018,142,True
Czechia,Information Technology,2016,2,True
Indonesia,Other,2019,3,True
Indonesia,Information Technology,2016,2,True
Israel,"Military, public safety and government",2016,1,True
Kenya,All,2017,5,True
Kenya,Software,2024,7,False
Nigeria,General purpose,2018,8,True
Nigeria,All,2018,11,True
Nigeria,All,2022,16,True
Nigeria,Data and analytics,2022,3,True
Vietnam,All,2023,30,True
Kenya,"Mobile, platforms & Internet services",2017,2,True
Taiwan,Healthcare and Life Sciences,2019,18,True
Vietnam,Professional services,2020,1,True
Vietnam,Professional services,2024,0,False
South Africa,General purpose,2020,70,True
Chile,Agriculture,2022,0,True
Estonia,Transportation,2019,0,True
Estonia,Hardware,2020,1,True
Iceland,Information Technology,2024,1,False
Sweden,Real estate,2022,1,True
Tunisia,General purpose,2020,1,True
Malaysia,Lending and Investments,2021,49,True
Bahrain,Data and analytics,2022,0,True
Latvia,Real estate,2021,0,True
Zambia,Hardware,2023,0,True
Senegal,Software,2021,0,True
Ghana,Transportation,2022,0,True
Kazakhstan,Lending and Investments,2022,0,True
Saudi Arabia,Cyber Security,2022,2,True
Bulgaria,Privacy and Security,2022,0,True
Georgia,Software,2022,5,True
Kazakhstan,Finance,2022,0,True
Kazakhstan,Finance,2023,1,True
