country,field,year,num_patent_applications,complete
Singapore,All,2015,33,True
Slovenia,Physical Sciences and Engineering,2015,0,True
Turkey,Industry and Manufacturing,2019,4,True
Turkey,Telecommunications,2015,2,True
Ukraine,Personal Devices and Computing,2019,0,True
United States,Personal Devices and Computing,2019,8248,True
Saudi Arabia,Life Sciences,2018,0,True
Slovakia,Personal Devices and Computing,2020,0,False
Tunisia,Life Sciences,2020,0,False
Tunisia,Physical Sciences and Engineering,2022,0,False
Ireland,Telecommunications,2016,0,True
Colombia,Transportation,2021,0,False
Bulgaria,Industry and Manufacturing,2023,0,False
Bulgaria,Energy Management,2022,0,False
Romania,Banking and Finance,2020,0,False
Serbia,Energy Management,2016,0,True
Serbia,Security,2016,0,True
Israel,Energy Management,2018,1,True
Israel,Energy Management,2019,0,True
Iran,Personal Devices and Computing,2018,1,True
Iran,Security,2018,1,True
Thailand,Business,2017,1,True
Saudi Arabia,Business,2021,0,False
Argentina,Life Sciences,2019,1,True
Argentina,Physical Sciences and Engineering,2018,3,True
Argentina,Business,2020,2,False
Argentina,Business,2022,1,False
Austria,Energy Management,2020,3,False
Australia,Telecommunications,2015,22,True
Australia,Security,2023,0,False
Belgium,Telecommunications,2023,0,False
Bulgaria,All,2023,4,False
Brazil,Transportation,2014,5,True
Canada,Industry and Manufacturing,2016,23,True
Switzerland,Physical Sciences and Engineering,2020,1,False
Chile,Physical Sciences and Engineering,2018,1,True
Chile,Industry and Manufacturing,2021,0,False
China (mainland),Security,2019,1085,True
China (mainland),Industry and Manufacturing,2014,57,True
China (mainland),Industry and Manufacturing,2018,1107,True
China (mainland),Industry and Manufacturing,2024,55,False
Colombia,Personal Devices and Computing,2015,0,True
Colombia,Personal Devices and Computing,2017,0,True
Colombia,Telecommunications,2019,0,True
Colombia,Banking and Finance,2017,0,True
Germany,Transportation,2017,166,True
Denmark,Life Sciences,2020,1,False
Spain,Transportation,2016,7,True
Spain,Banking and Finance,2021,3,False
Spain,Life Sciences,2017,22,True
Finland,Telecommunications,2018,20,True
France,Personal Devices and Computing,2018,80,True
France,Personal Devices and Computing,2022,29,False
United Kingdom,Security,2016,25,True
United Kingdom,Personal Devices and Computing,2017,135,True
Greece,Transportation,2021,0,False
Greece,Banking and Finance,2021,0,False
Hong Kong,Personal Devices and Computing,2018,3,True
Hungary,Banking and Finance,2020,0,False
Hungary,Personal Devices and Computing,2017,4,True
Hungary,Security,2017,0,True
Hungary,Energy Management,2019,1,True
Ireland,Personal Devices and Computing,2021,1,False
Israel,Industry and Manufacturing,2019,0,True
India,Telecommunications,2019,2,True
India,Banking and Finance,2019,0,True
India,Life Sciences,2020,3,False
Italy,Banking and Finance,2020,1,False
Italy,Physical Sciences and Engineering,2018,4,True
Japan,Transportation,2023,1,False
Japan,All,2016,1357,True
South Korea,Energy Management,2014,34,True
South Korea,Industry and Manufacturing,2021,569,False
South Korea,Life Sciences,2023,24,False
South Korea,Transportation,2021,474,False
Lithuania,Transportation,2017,0,True
Lithuania,Personal Devices and Computing,2016,1,True
Lithuania,Personal Devices and Computing,2020,1,False
Lithuania,Telecommunications,2015,0,True
Luxembourg,All,2017,3,True
Morocco,Telecommunications,2015,1,True
Morocco,All,2021,1,False
Morocco,Industry and Manufacturing,2016,0,True
Mexico,Business,2017,10,True
Mexico,Security,2016,8,True
Mexico,Security,2019,5,True
Mexico,Personal Devices and Computing,2023,0,False
Malaysia,Telecommunications,2014,1,True
Malaysia,Security,2015,0,True
Malaysia,Energy Management,2020,0,False
Netherlands,Physical Sciences and Engineering,2022,4,False
Netherlands,Energy Management,2021,2,False
Netherlands,Banking and Finance,2016,0,True
Netherlands,Industry and Manufacturing,2014,0,True
Norway,Security,2022,0,False
Norway,Physical Sciences and Engineering,2014,0,True
New Zealand,Security,2015,2,True
New Zealand,Physical Sciences and Engineering,2015,1,True
New Zealand,Physical Sciences and Engineering,2017,1,True
New Zealand,Business,2020,0,False
New Zealand,Telecommunications,2018,1,True
Philippines,Transportation,2016,0,True
Portugal,Security,2022,0,False
Portugal,Physical Sciences and Engineering,2017,0,True
Romania,Business,2023,0,False
Serbia,Banking and Finance,2020,0,False
Serbia,Personal Devices and Computing,2017,0,True
Serbia,All,2015,1,True
Russia,Banking and Finance,2018,6,True
Russia,Physical Sciences and Engineering,2017,8,True
Russia,Industry and Manufacturing,2014,1,True
Russia,All,2015,98,True
Sweden,Energy Management,2016,0,True
Sweden,Life Sciences,2014,1,True
Turkey,Transportation,2015,1,True
Turkey,Energy Management,2014,0,True
Turkey,Business,2015,0,True
Taiwan,Energy Management,2014,2,True
Taiwan,Industry and Manufacturing,2014,3,True
Taiwan,Industry and Manufacturing,2020,28,False
Ukraine,All,2019,2,True
United States,All,2021,10073,False
United States,All,2022,3352,False
United States,Personal Devices and Computing,2016,3273,True
Indonesia,Security,2016,0,True
Kenya,Life Sciences,2016,0,True
Panama,Personal Devices and Computing,2016,0,True
Costa Rica,Telecommunications,2019,0,True
Costa Rica,Transportation,2020,0,False
Latvia,Personal Devices and Computing,2020,0,False
Tunisia,Banking and Finance,2022,0,False
Ireland,Banking and Finance,2022,0,False
Czechia,Banking and Finance,2017,0,True
Belgium,Banking and Finance,2023,0,False
Bulgaria,Business,2015,0,True
Bulgaria,Banking and Finance,2017,0,True
Chile,Energy Management,2019,0,True
Chile,Banking and Finance,2018,0,True
Romania,Transportation,2016,0,True
Romania,Transportation,2018,0,True
Ukraine,Energy Management,2014,0,True
Serbia,Life Sciences,2021,0,False
Ukraine,Industry and Manufacturing,2015,0,True
Hong Kong,Banking and Finance,2016,0,True
Iran,Telecommunications,2018,1,True
Argentina,All,2019,8,True
Argentina,Telecommunications,2017,0,True
Austria,Life Sciences,2018,2,True
Austria,Transportation,2014,0,True
Austria,Personal Devices and Computing,2021,6,False
Austria,Security,2014,0,True
Australia,Physical Sciences and Engineering,2023,1,False
Australia,Life Sciences,2019,218,True
Australia,All,2023,2,False
Australia,Business,2020,118,False
Belgium,Transportation,2019,0,True
Belgium,Telecommunications,2021,1,False
Belgium,Security,2016,0,True
Belgium,Physical Sciences and Engineering,2017,0,True
Brazil,Personal Devices and Computing,2018,64,True
Canada,Transportation,2023,0,False
Canada,Physical Sciences and Engineering,2022,5,False
Switzerland,Banking and Finance,2017,0,True
Switzerland,Energy Management,2019,0,True
Chile,Life Sciences,2014,0,True
Chile,Life Sciences,2023,1,False
China (mainland),Security,2016,184,True
China (mainland),Security,2017,337,True
Germany,Transportation,2019,197,True
Germany,Transportation,2021,176,False
Denmark,Personal Devices and Computing,2016,2,True
Denmark,Life Sciences,2021,3,False
Denmark,Physical Sciences and Engineering,2016,1,True
Denmark,Energy Management,2018,1,True
Denmark,Industry and Manufacturing,2017,0,True
Spain,All,2018,83,True
Spain,Personal Devices and Computing,2017,25,True
Spain,Life Sciences,2015,16,True
Finland,Energy Management,2018,2,True
Finland,Physical Sciences and Engineering,2015,0,True
Finland,Transportation,2014,0,True
Finland,Industry and Manufacturing,2017,1,True
France,Telecommunications,2015,2,True
France,Energy Management,2017,5,True
United Kingdom,Energy Management,2020,13,False
Greece,Industry and Manufacturing,2020,0,False
Greece,Business,2016,1,True
Greece,All,2023,2,False
Ireland,Personal Devices and Computing,2022,0,False
Israel,Telecommunications,2017,7,True
Israel,Security,2021,3,False
India,Security,2020,0,False
India,Transportation,2020,0,False
Italy,Energy Management,2017,2,True
Italy,Transportation,2019,10,True
Italy,Banking and Finance,2022,0,False
Italy,Telecommunications,2015,1,True
Japan,Industry and Manufacturing,2019,353,True
Lithuania,Personal Devices and Computing,2019,0,True
Luxembourg,Business,2016,0,True
Morocco,Security,2018,0,True
Morocco,Transportation,2021,0,False
Morocco,Banking and Finance,2019,1,True
Malaysia,Banking and Finance,2014,0,True
Malaysia,Life Sciences,2021,1,False
Netherlands,Physical Sciences and Engineering,2017,0,True
Netherlands,Physical Sciences and Engineering,2023,0,False
Norway,Personal Devices and Computing,2018,2,True
New Zealand,Physical Sciences and Engineering,2020,0,False
New Zealand,Energy Management,2019,0,True
Philippines,Telecommunications,2016,0,True
Poland,Physical Sciences and Engineering,2016,1,True
Poland,Banking and Finance,2019,0,True
Poland,Personal Devices and Computing,2023,0,False
Portugal,Life Sciences,2019,1,True
Portugal,Energy Management,2018,1,True
Romania,Energy Management,2020,0,False
Romania,Telecommunications,2016,0,True
Romania,Telecommunications,2020,0,False
Serbia,Personal Devices and Computing,2019,0,True
Serbia,Transportation,2014,0,True
Russia,Physical Sciences and Engineering,2018,7,True
Russia,All,2021,56,False
Sweden,Physical Sciences and Engineering,2023,0,False
Turkey,Industry and Manufacturing,2021,2,False
Turkey,Telecommunications,2017,5,True
Turkey,Business,2021,4,False
Taiwan,All,2018,356,True
Ukraine,All,2015,12,True
United States,All,2020,13877,False
United States,Life Sciences,2021,1508,False
United States,Banking and Finance,2018,658,True
United States,Business,2017,1650,True
Brunei Darussalam,Security,2014,0,True
Uruguay,Telecommunications,2017,0,True
Slovakia,Security,2021,0,False
Slovakia,Life Sciences,2020,0,False
Tunisia,Personal Devices and Computing,2020,0,False
Ireland,Industry and Manufacturing,2018,0,True
Bulgaria,Telecommunications,2021,0,False
Bulgaria,Life Sciences,2017,0,True
Chile,Banking and Finance,2017,0,True
Ukraine,Security,2017,0,True
Ukraine,Banking and Finance,2021,0,False
Ukraine,Telecommunications,2018,0,True
Ukraine,Physical Sciences and Engineering,2022,0,False
Sri Lanka,Life Sciences,2016,1,True
Uruguay,All,2017,1,True
Austria,Telecommunications,2017,0,True
Australia,Energy Management,2019,20,True
Australia,Transportation,2015,13,True
Australia,Business,2023,0,False
Australia,Personal Devices and Computing,2018,211,True
Australia,Personal Devices and Computing,2019,231,True
Bulgaria,All,2015,1,True
Brazil,Transportation,2022,0,False
Brazil,Telecommunications,2021,28,False
Canada,Telecommunications,2017,92,True
Canada,Life Sciences,2020,301,False
Switzerland,Energy Management,2017,0,True
Switzerland,Telecommunications,2020,0,False
Switzerland,Industry and Manufacturing,2020,1,False
Colombia,Security,2022,0,False
Germany,Industry and Manufacturing,2018,59,True
Germany,All,2021,983,False
Denmark,Transportation,2015,3,True
Denmark,Energy Management,2021,0,False
Denmark,Banking and Finance,2014,0,True
Spain,Industry and Manufacturing,2017,5,True
Finland,Business,2017,1,True
Finland,Industry and Manufacturing,2014,5,True
Finland,Industry and Manufacturing,2015,3,True
Finland,Industry and Manufacturing,2018,2,True
France,Personal Devices and Computing,2015,10,True
United Kingdom,Industry and Manufacturing,2022,21,False
United Kingdom,Banking and Finance,2020,25,False
United Kingdom,Telecommunications,2020,74,False
Greece,Personal Devices and Computing,2018,6,True
Croatia,Personal Devices and Computing,2018,0,True
Hungary,All,2020,2,False
Hungary,Life Sciences,2019,1,True
Hungary,Telecommunications,2019,0,True
Hungary,Security,2014,1,True
Hungary,Security,2019,1,True
India,Security,2015,2,True
Italy,Business,2014,1,True
Italy,Physical Sciences and Engineering,2015,0,True
Japan,Physical Sciences and Engineering,2022,42,False
Japan,All,2017,2377,True
South Korea,Personal Devices and Computing,2017,844,True
South Korea,Banking and Finance,2017,66,True
South Korea,Energy Management,2022,261,False
Lithuania,Transportation,2020,0,False
Lithuania,All,2020,5,False
Luxembourg,All,2016,2,True
Morocco,Life Sciences,2016,1,True
Mexico,Banking and Finance,2017,2,True
Mexico,Telecommunications,2020,25,False
Mexico,All,2023,1,False
Malaysia,Business,2018,2,True
Malaysia,All,2017,17,True
Malaysia,Telecommunications,2020,0,False
Netherlands,Business,2023,0,False
Netherlands,All,2018,13,True
Netherlands,Physical Sciences and Engineering,2021,2,False
Netherlands,Energy Management,2018,0,True
Netherlands,Banking and Finance,2015,0,True
Netherlands,Industry and Manufacturing,2019,1,True
Norway,Banking and Finance,2016,0,True
New Zealand,Life Sciences,2019,5,True
Peru,Energy Management,2016,0,True
Philippines,Banking and Finance,2018,0,True
Poland,Life Sciences,2020,4,False
Portugal,Industry and Manufacturing,2019,1,True
Romania,Energy Management,2015,1,True
Romania,All,2023,1,False
Serbia,Industry and Manufacturing,2016,0,True
Russia,Security,2021,3,False
Russia,Banking and Finance,2021,0,False
Russia,Transportation,2018,11,True
Sweden,Energy Management,2015,0,True
Sweden,Energy Management,2021,0,False
Sweden,Banking and Finance,2023,0,False
Sweden,Industry and Manufacturing,2022,1,False
Sweden,Business,2020,2,False
Sweden,All,2014,3,True
Singapore,Energy Management,2016,1,True
Singapore,Energy Management,2018,4,True
Singapore,Transportation,2015,1,True
Slovenia,Industry and Manufacturing,2022,0,False
Slovenia,Physical Sciences and Engineering,2022,0,False
Turkey,Security,2015,0,True
Taiwan,Business,2017,16,True
Taiwan,Banking and Finance,2014,0,True
Taiwan,Personal Devices and Computing,2022,43,False
Taiwan,Industry and Manufacturing,2018,20,True
Taiwan,Security,2021,11,False
Ukraine,Life Sciences,2018,0,True
United States,Personal Devices and Computing,2022,1292,False
United States,Security,2020,997,False
South Africa,Telecommunications,2016,1,True
Azerbaijan,Transportation,2018,0,True
Estonia,Industry and Manufacturing,2022,0,False
Jordan,Personal Devices and Computing,2021,0,False
Tunisia,Physical Sciences and Engineering,2021,0,False
Ireland,Security,2018,0,True
Ireland,Banking and Finance,2021,0,False
Czechia,Energy Management,2018,0,True
Czechia,Energy Management,2021,0,False
Bulgaria,Physical Sciences and Engineering,2017,0,True
Chile,Banking and Finance,2019,0,True
Ukraine,Telecommunications,2017,0,True
