country,field,year,num_patent_granted,complete
Luxembourg,Life Sciences,2020,0,False
Luxembourg,Energy Management,2018,0,False
Luxembourg,Industry and Manufacturing,2020,3,False
Belgium,Transportation,2019,0,False
Belgium,Personal Devices and Computing,2023,1,False
Ireland,Transportation,2018,0,False
Ireland,Transportation,2022,0,False
Ireland,Industry and Manufacturing,2016,0,True
Czechia,Transportation,2019,0,False
Argentina,Transportation,2019,1,False
Iran,Business,2018,0,False
Latvia,Banking and Finance,2020,0,False
Brunei Darussalam,Business,2014,0,True
Turkey,Physical Sciences and Engineering,2017,0,True
Turkey,Business,2014,0,True
Turkey,Transportation,2016,1,True
Morocco,All,2016,1,True
Morocco,Transportation,2019,0,False
Brazil,Transportation,2021,0,False
Brazil,Banking and Finance,2018,5,False
Hungary,Business,2017,2,True
Hungary,Physical Sciences and Engineering,2021,0,False
India,Telecommunications,2014,7,True
India,All,2017,198,True
Italy,Personal Devices and Computing,2016,1,True
Italy,Life Sciences,2017,8,True
Mexico,Industry and Manufacturing,2014,0,True
Malaysia,All,2020,3,False
Malaysia,Industry and Manufacturing,2019,1,False
New Zealand,Banking and Finance,2016,0,True
New Zealand,All,2015,11,True
Russia,All,2021,55,False
Singapore,Business,2018,14,False
Austria,Security,2018,0,False
Austria,Personal Devices and Computing,2016,5,True
Austria,Business,2017,1,True
Austria,Life Sciences,2021,0,False
Austria,Transportation,2017,5,True
Austria,Energy Management,2020,1,False
Canada,Business,2019,67,False
Finland,Energy Management,2017,0,True
Israel,Personal Devices and Computing,2019,6,False
Israel,Banking and Finance,2014,0,True
Israel,Energy Management,2020,0,False
Poland,All,2019,17,False
Poland,Business,2021,0,False
Poland,Personal Devices and Computing,2022,1,False
Portugal,Banking and Finance,2021,0,False
Portugal,Telecommunications,2015,2,True
Portugal,Physical Sciences and Engineering,2018,1,False
Portugal,Security,2017,0,True
Portugal,Transportation,2017,1,True
Portugal,Life Sciences,2015,4,True
Sweden,Life Sciences,2020,2,False
Australia,Life Sciences,2014,29,True
Australia,Physical Sciences and Engineering,2017,15,True
Germany,Life Sciences,2022,38,False
Germany,Industry and Manufacturing,2019,41,False
Spain,Transportation,2020,2,False
Spain,Telecommunications,2018,21,False
France,Security,2020,14,False
France,Industry and Manufacturing,2019,8,False
France,Transportation,2020,30,False
France,Transportation,2022,2,False
France,Life Sciences,2015,7,True
France,Telecommunications,2021,15,False
United Kingdom,Energy Management,2019,11,False
United Kingdom,Energy Management,2023,0,False
United Kingdom,Banking and Finance,2020,9,False
Japan,Life Sciences,2022,32,False
Japan,All,2018,2994,False
South Korea,Telecommunications,2022,232,False
South Korea,Security,2022,123,False
Netherlands,Telecommunications,2021,3,False
Netherlands,Business,2022,6,False
Taiwan,Life Sciences,2021,50,False
China (mainland),All,2024,594,False
China (mainland),Transportation,2023,2750,False
China (mainland),Physical Sciences and Engineering,2018,365,False
China (mainland),Physical Sciences and Engineering,2019,617,False
Ukraine,Personal Devices and Computing,2022,0,False
South Africa,Physical Sciences and Engineering,2017,1,True
South Africa,Business,2023,0,False
South Africa,Energy Management,2022,0,False
South Africa,All,2023,53,False
Switzerland,Industry and Manufacturing,2021,1,False
Romania,Telecommunications,2015,1,True
Philippines,Physical Sciences and Engineering,2020,1,False
Bulgaria,Physical Sciences and Engineering,2019,0,False
Bulgaria,Life Sciences,2021,0,False
Chile,Industry and Manufacturing,2015,0,True
Croatia,Security,2015,0,True
Colombia,Business,2015,0,True
Slovakia,Physical Sciences and Engineering,2015,0,True
Indonesia,Industry and Manufacturing,2016,0,True
Kenya,Personal Devices and Computing,2016,0,True
Sri Lanka,Physical Sciences and Engineering,2016,0,True
Norway,Business,2016,0,True
Luxembourg,Telecommunications,2020,1,False
Luxembourg,Banking and Finance,2018,0,False
Belgium,Banking and Finance,2016,0,True
Ireland,Personal Devices and Computing,2018,0,False
Czechia,Telecommunications,2021,0,False
Argentina,Transportation,2020,0,False
Uruguay,All,2017,1,True
Latvia,Security,2020,0,False
Turkey,Telecommunications,2017,0,True
Morocco,Personal Devices and Computing,2017,1,True
Morocco,Telecommunications,2019,2,False
Brazil,Transportation,2019,11,False
Hungary,Security,2016,0,True
Hungary,Life Sciences,2017,2,True
Italy,Banking and Finance,2014,0,True
Mexico,Physical Sciences and Engineering,2016,1,True
Mexico,Transportation,2019,7,False
Malaysia,Life Sciences,2018,1,False
New Zealand,Physical Sciences and Engineering,2020,0,False
Russia,Banking and Finance,2020,5,False
Singapore,Banking and Finance,2016,5,True
Singapore,Business,2016,12,True
Singapore,Transportation,2018,13,False
Austria,Business,2020,2,False
Canada,Industry and Manufacturing,2017,29,True
Canada,Telecommunications,2017,79,True
Denmark,Banking and Finance,2014,0,True
Israel,All,2015,10,True
Israel,All,2021,4,False
Israel,Transportation,2020,0,False
Israel,Business,2015,2,True
Poland,Physical Sciences and Engineering,2019,0,False
Portugal,Energy Management,2019,0,False
Portugal,Transportation,2021,0,False
Portugal,Life Sciences,2014,0,True
Australia,Life Sciences,2017,89,True
Australia,Life Sciences,2020,145,False
Australia,Physical Sciences and Engineering,2016,18,True
Germany,Security,2021,9,False
Germany,Personal Devices and Computing,2023,19,False
Germany,Business,2017,20,True
Germany,Banking and Finance,2021,14,False
Spain,Telecommunications,2015,7,True
Spain,Life Sciences,2016,18,True
Spain,Banking and Finance,2019,3,False
France,Banking and Finance,2014,1,True
France,Personal Devices and Computing,2021,25,False
United Kingdom,Physical Sciences and Engineering,2019,33,False
United Kingdom,Life Sciences,2014,11,True
United Kingdom,Industry and Manufacturing,2017,12,True
United Kingdom,Personal Devices and Computing,2015,29,True
Greece,Energy Management,2020,1,False
Greece,Business,2020,0,False
Japan,Industry and Manufacturing,2014,20,True
Japan,Banking and Finance,2018,73,False
Japan,Telecommunications,2022,19,False
Japan,Security,2022,9,False
Japan,Business,2014,38,True
South Korea,Banking and Finance,2018,87,False
South Korea,Physical Sciences and Engineering,2014,11,True
Netherlands,Transportation,2017,1,True
Netherlands,Energy Management,2019,0,False
Netherlands,Security,2023,0,False
Taiwan,All,2016,89,True
Taiwan,Transportation,2023,0,False
China (mainland),Personal Devices and Computing,2022,10761,False
Lithuania,Industry and Manufacturing,2016,1,True
Lithuania,Security,2017,0,True
Ukraine,Industry and Manufacturing,2016,0,True
Serbia,Energy Management,2015,0,True
South Africa,Security,2020,0,False
South Africa,Business,2021,0,False
Romania,Industry and Manufacturing,2017,0,True
Romania,Banking and Finance,2018,0,False
Philippines,Physical Sciences and Engineering,2018,0,False
Peru,Transportation,2018,0,False
Peru,Personal Devices and Computing,2019,0,False
Slovenia,All,2015,2,True
Slovenia,Life Sciences,2022,0,False
Slovenia,Transportation,2022,0,False
Slovenia,Telecommunications,2022,0,False
Bulgaria,All,2015,1,True
Bulgaria,All,2023,4,False
Chile,Banking and Finance,2018,0,False
Chile,All,2018,1,False
Colombia,Personal Devices and Computing,2019,0,False
Norway,All,2017,2,True
Luxembourg,Industry and Manufacturing,2022,2,False
Argentina,Life Sciences,2018,1,False
Iran,Telecommunications,2018,1,False
Cuba,All,2020,1,False
Turkey,All,2014,1,True
Morocco,Energy Management,2020,0,False
Brazil,Banking and Finance,2019,6,False
Brazil,Business,2021,5,False
Brazil,All,2017,72,True
India,Industry and Manufacturing,2020,0,False
Italy,Personal Devices and Computing,2018,7,False
Italy,All,2017,19,True
Italy,Transportation,2017,6,True
Malaysia,All,2019,2,False
New Zealand,All,2019,8,False
New Zealand,Security,2021,0,False
Russia,Security,2017,16,True
Russia,Personal Devices and Computing,2019,78,False
Russia,Banking and Finance,2014,0,True
Russia,Banking and Finance,2019,6,False
Austria,Security,2015,0,True
Canada,Personal Devices and Computing,2015,68,True
Canada,Energy Management,2019,9,False
Denmark,Telecommunications,2021,1,False
Finland,Telecommunications,2017,2,True
Israel,All,2019,9,False
Israel,Physical Sciences and Engineering,2020,0,False
Poland,Telecommunications,2016,2,True
Poland,Personal Devices and Computing,2015,4,True
Portugal,Personal Devices and Computing,2018,3,False
Portugal,Telecommunications,2017,2,True
Sweden,Banking and Finance,2022,1,False
Sweden,Security,2017,0,True
Sweden,Telecommunications,2016,3,True
Australia,Personal Devices and Computing,2014,32,True
Australia,Security,2022,1,False
Germany,Security,2016,11,True
Spain,Life Sciences,2014,13,True
Spain,Security,2016,1,True
Spain,All,2014,35,True
United Kingdom,Personal Devices and Computing,2016,75,True
United Kingdom,Personal Devices and Computing,2017,101,True
Greece,Transportation,2019,0,False
Greece,Telecommunications,2014,0,True
Greece,Telecommunications,2015,0,True
Greece,Telecommunications,2022,1,False
Greece,Physical Sciences and Engineering,2018,0,False
Greece,Physical Sciences and Engineering,2021,2,False
Greece,Life Sciences,2015,0,True
Greece,Life Sciences,2017,0,True
Japan,Industry and Manufacturing,2021,103,False
South Korea,Banking and Finance,2020,185,False
South Korea,Energy Management,2016,56,True
Netherlands,Security,2022,0,False
Taiwan,All,2022,285,False
United States,Energy Management,2019,215,False
United States,Personal Devices and Computing,2014,1056,True
China (mainland),Security,2018,392,False
China (mainland),Banking and Finance,2015,17,True
China (mainland),Transportation,2017,434,True
China (mainland),Personal Devices and Computing,2017,3765,True
Lithuania,Personal Devices and Computing,2016,1,True
Ukraine,Telecommunications,2015,0,True
Ukraine,Security,2017,0,True
Ukraine,Security,2018,0,False
Ukraine,Physical Sciences and Engineering,2019,0,False
South Africa,Transportation,2020,0,False
South Africa,Banking and Finance,2018,0,False
South Africa,Personal Devices and Computing,2014,0,True
Romania,Energy Management,2019,0,False
Slovenia,All,2022,1,False
Bulgaria,Transportation,2021,0,False
Bulgaria,Life Sciences,2023,0,False
Colombia,Telecommunications,2015,0,True
Indonesia,Banking and Finance,2016,1,True
Indonesia,Energy Management,2016,0,True
Kenya,Banking and Finance,2016,0,True
Norway,Telecommunications,2019,1,False
Belgium,Security,2017,0,True
Belgium,Banking and Finance,2019,0,False
Ireland,Life Sciences,2018,0,False
Czechia,Business,2019,0,False
Czechia,All,2022,1,False
Czechia,Life Sciences,2023,0,False
Uruguay,Security,2020,0,False
Jordan,Transportation,2021,0,False
Estonia,Security,2022,0,False
Morocco,Industry and Manufacturing,2014,0,True
Morocco,Energy Management,2015,0,True
Morocco,Banking and Finance,2017,0,True
Morocco,Life Sciences,2019,1,False
Brazil,Banking and Finance,2020,2,False
Brazil,Security,2018,4,False
Hungary,Security,2017,0,True
India,Transportation,2014,1,True
India,Security,2017,9,True
Italy,Telecommunications,2018,5,False
Italy,Life Sciences,2015,1,True
Mexico,Banking and Finance,2021,1,False
Mexico,Industry and Manufacturing,2021,5,False
Mexico,Physical Sciences and Engineering,2015,3,True
Mexico,Business,2018,9,False
Malaysia,Telecommunications,2018,0,False
Malaysia,All,2016,11,True
Malaysia,Personal Devices and Computing,2020,0,False
New Zealand,Banking and Finance,2020,0,False
New Zealand,Physical Sciences and Engineering,2015,1,True
Russia,Industry and Manufacturing,2017,5,True
Russia,Life Sciences,2015,14,True
Singapore,Security,2016,7,True
Singapore,Industry and Manufacturing,2014,0,True
Singapore,Industry and Manufacturing,2020,0,False
Austria,Personal Devices and Computing,2022,1,False
Austria,Life Sciences,2018,2,False
Canada,Personal Devices and Computing,2014,42,True
Denmark,Telecommunications,2019,6,False
Denmark,Life Sciences,2016,3,True
Finland,Physical Sciences and Engineering,2019,2,False
Finland,Life Sciences,2020,0,False
Israel,Banking and Finance,2017,1,True
Israel,Business,2020,0,False
Poland,Telecommunications,2020,0,False
Poland,Life Sciences,2020,2,False
Portugal,Physical Sciences and Engineering,2020,0,False
Portugal,Transportation,2020,0,False
Sweden,All,2022,4,False
Australia,Banking and Finance,2017,16,True
Australia,Banking and Finance,2022,0,False
Australia,Physical Sciences and Engineering,2014,6,True
Australia,Energy Management,2023,0,False
Germany,Industry and Manufacturing,2017,36,True
Spain,Transportation,2023,0,False
Spain,Personal Devices and Computing,2018,26,False
France,Business,2014,2,True
Greece,Transportation,2017,0,True
Greece,Business,2023,0,False
Greece,Industry and Manufacturing,2021,1,False
Japan,Industry and Manufacturing,2020,192,False
Japan,Life Sciences,2016,198,True
Japan,All,2023,22,False
Japan,Physical Sciences and Engineering,2019,131,False
South Korea,Telecommunications,2016,163,True
South Korea,Industry and Manufacturing,2022,131,False
Netherlands,Telecommunications,2015,1,True
Netherlands,Industry and Manufacturing,2018,0,False
Netherlands,Industry and Manufacturing,2021,5,False
Netherlands,Security,2020,1,False
Netherlands,Physical Sciences and Engineering,2020,0,False
Netherlands,All,2020,19,False
United States,Telecommunications,2022,348,False
China (mainland),Telecommunications,2024,67,False
Lithuania,Security,2018,0,False
Lithuania,Transportation,2015,0,True
Lithuania,All,2014,1,True
Ukraine,Telecommunications,2014,0,True
Ukraine,Telecommunications,2016,0,True
South Africa,Business,2014,0,True
South Africa,Business,2017,0,True
South Africa,Life Sciences,2023,0,False
Switzerland,Industry and Manufacturing,2018,1,False
Romania,Business,2018,0,False
Slovenia,Transportation,2016,0,True
Bulgaria,Personal Devices and Computing,2019,0,False
Bulgaria,Telecommunications,2018,0,False
Colombia,Physical Sciences and Engineering,2015,1,True
Colombia,Life Sciences,2019,1,False
Slovakia,Physical Sciences and Engineering,2021,0,False
Indonesia,Telecommunications,2016,1,True
Hong Kong,Telecommunications,2018,0,False
Norway,Banking and Finance,2022,0,False
Norway,Security,2017,0,True
Norway,Life Sciences,2016,0,True
Norway,Life Sciences,2018,0,False
Luxembourg,Industry and Manufacturing,2023,3,False
